claiminternalnumber,claimcolour,treatmentgroup,accept_automatic,insurancetype,privatefinanced
8760,Yellow,1,1,auto,1
8761,Yellow,3,1,travel,0
8762,Green,3,1,property,1
8763,Yellow,3,1,travel,1
8764,Yellow,0,1,travel,1
8765,Yellow,0,1,travel,1
8766,Yellow,3,1,auto,1
8767,Yellow,3,1,life,1
8768,Yellow,2,1,auto,1
8769,Yellow,0,1,life,1
8770,Yellow,3,0,travel,0
8771,Green,0,0,auto,1
8772,Yellow,2,1,travel,1
8773,Yellow,4,0,travel,1
8774,Yellow,4,0,travel,1
8775,Red,1,1,travel,1
8776,Yellow,2,1,auto,0
8777,Yellow,3,1,auto,1
8778,Green,2,1,auto,1
8779,Green,0,1,travel,1
8780,Yellow,1,1,auto,1
8781,Yellow,1,1,auto,1
8782,Yellow,3,1,auto,1
8783,Yellow,0,1,property,1
8784,Yellow,2,1,property,1
8785,Yellow,1,1,travel,1
8786,Yellow,0,1,travel,0
8787,Yellow,1,1,auto,1
8788,Yellow,1,1,auto,1
8789,Yellow,1,1,auto,1
8790,Yellow,3,1,auto,1
8791,Yellow,3,0,auto,1
8792,Yellow,2,1,auto,0
8793,Green,0,1,auto,1
8794,Red,3,1,travel,0
8795,Yellow,4,1,auto,0
8796,Green,3,1,property,0
8797,Yellow,3,1,travel,0
8798,Green,0,0,auto,1
8799,Yellow,0,0,auto,1
8800,Green,0,1,auto,1
8801,Yellow,2,1,travel,0
8802,Green,3,1,auto,1
8803,Yellow,1,1,auto,1
8804,Green,4,1,auto,1
8805,Yellow,0,1,travel,0
8806,Yellow,0,1,auto,1
8807,Yellow,4,1,auto,1
8808,Yellow,1,1,life,1
8809,Yellow,4,1,auto,1
8810,Green,2,1,auto,1
8811,Green,4,1,auto,1
8812,Yellow,4,1,auto,1
8813,Green,1,1,auto,1
8814,Green,0,1,auto,1
8815,Yellow,4,1,property,0
8816,Yellow,0,1,travel,0
8817,Yellow,0,0,travel,0
8818,Yellow,3,1,auto,1
8819,Green,3,0,auto,1
8820,Yellow,1,1,property,1
8821,Yellow,0,1,travel,0
8822,Green,4,1,auto,1
8823,Yellow,2,1,auto,1
8824,Yellow,2,1,auto,1
8825,Yellow,3,1,auto,1
8826,Green,4,1,auto,1
8827,Green,1,1,auto,1
8828,Yellow,1,1,travel,0
8829,Yellow,1,1,travel,0
8830,Yellow,0,1,travel,1
8831,Yellow,4,0,auto,1
8832,Yellow,1,1,auto,1
8833,Yellow,4,1,property,1
8834,Green,4,1,other,1
8835,Yellow,0,1,travel,0
8836,Yellow,4,1,life,1
8837,Green,1,1,auto,1
8838,Yellow,3,1,life,1
8839,Yellow,4,1,property,1
8840,Yellow,3,0,auto,1
8841,Yellow,3,1,auto,1
8842,Yellow,1,1,auto,1
8843,Red,0,1,auto,1
8844,Green,4,1,travel,1
8845,Yellow,1,1,auto,1
8846,Yellow,4,1,property,0
8847,Green,3,1,auto,1
8848,Red,0,1,travel,1
8849,Yellow,0,1,property,1
8850,Yellow,1,1,auto,1
8851,Yellow,3,1,auto,1
8852,Green,2,1,property,1
8853,Red,1,1,auto,1
8854,Green,2,1,auto,1
8855,Yellow,2,1,property,0
8856,Green,0,1,life,1
8857,Green,2,1,auto,1
8858,Yellow,0,1,auto,1
8859,Yellow,3,1,travel,1
8860,Yellow,2,1,property,1
8861,Yellow,4,1,property,1
8862,Yellow,1,1,life,1
8863,Yellow,2,1,auto,1
8864,Green,1,1,auto,1
8865,Yellow,2,1,auto,1
8866,Yellow,3,1,auto,1
8867,Yellow,1,1,life,1
8868,Yellow,2,1,auto,1
8869,Green,4,1,auto,1
8870,Yellow,0,0,travel,1
8871,Yellow,3,1,auto,1
8872,Green,1,1,auto,1
8873,Green,1,1,auto,1
8874,Yellow,1,1,travel,1
8875,Yellow,0,1,travel,1
8876,Green,4,1,auto,1
8877,Yellow,1,1,auto,1
8878,Yellow,1,1,property,0
8879,Yellow,4,1,travel,1
8880,Yellow,0,1,auto,1
8881,Green,4,1,travel,0
8882,Green,3,1,auto,1
8883,Green,1,1,life,1
8884,Yellow,2,1,auto,1
8885,Yellow,0,0,property,1
8886,Green,0,1,auto,1
8887,Yellow,3,1,travel,0
8888,Green,4,1,auto,1
8889,Green,2,1,property,1
8890,Yellow,2,1,auto,1
8891,Red,0,1,property,1
8892,Green,3,1,auto,1
8893,Yellow,2,1,auto,1
8894,Red,3,1,property,1
8895,Yellow,0,1,travel,1
8896,Yellow,2,1,auto,1
8897,Yellow,4,1,life,1
8898,Green,1,1,auto,1
8899,Yellow,2,1,travel,1
8900,Green,2,1,auto,1
8901,Yellow,4,1,auto,1
8902,Green,2,1,auto,1
8903,Green,0,1,auto,1
8904,Green,2,1,auto,1
8905,Yellow,1,1,auto,1
8906,Red,1,1,auto,1
8907,Green,1,1,property,1
8908,Yellow,3,1,property,1
8909,Green,2,1,auto,1
8910,Red,4,1,life,1
8911,Yellow,3,1,property,1
8912,Green,0,0,property,1
8913,Yellow,2,1,life,1
8914,Yellow,3,1,property,1
8915,Green,2,1,property,1
8916,Green,4,1,property,0
8917,Yellow,0,1,travel,1
8918,Yellow,2,1,auto,1
8919,Green,4,1,life,1
8920,Yellow,1,1,travel,1
8921,Yellow,2,1,travel,0
8922,Green,0,1,travel,1
8923,Yellow,3,1,auto,1
8924,Yellow,1,1,auto,1
8925,Green,3,1,property,1
8926,Yellow,0,1,travel,1
8927,Yellow,0,1,auto,1
8928,Yellow,0,0,auto,1
8929,Yellow,4,1,travel,1
8930,Yellow,2,1,life,1
8931,Yellow,3,1,auto,1
8932,Yellow,4,1,auto,1
8933,Green,3,1,property,1
8934,Green,4,1,auto,1
8935,Yellow,4,1,property,0
8936,Yellow,4,0,auto,1
8937,Green,4,1,property,1
8938,Yellow,0,1,auto,0
8939,Yellow,2,1,property,1
8940,Yellow,0,1,property,1
8941,Yellow,3,1,life,1
8942,Green,2,1,auto,1
8943,Yellow,0,1,property,1
8944,Yellow,1,1,travel,0
8945,Yellow,1,1,travel,1
8946,Yellow,3,1,travel,0
8947,Yellow,4,1,travel,1
8948,Green,2,1,auto,1
8949,Green,2,1,life,1
8950,Yellow,2,1,property,1
8951,Yellow,2,1,auto,1
8952,Yellow,2,1,auto,1
8953,Yellow,4,1,auto,1
8954,Green,4,1,auto,1
8955,Green,2,0,auto,1
8956,Yellow,0,1,travel,1
8957,Yellow,2,1,auto,1
8958,Green,3,1,property,1
8959,Green,1,0,auto,1
8960,Green,4,1,auto,1
8961,Yellow,4,1,travel,1
8962,Yellow,1,1,property,1
8963,Green,4,1,property,0
8964,Yellow,4,0,auto,1
8965,Red,2,1,travel,1
8966,Yellow,3,1,auto,1
8967,Green,0,1,property,0
8968,Red,1,1,travel,1
8969,Yellow,1,1,property,0
8970,Yellow,0,1,property,1
8971,Yellow,0,1,property,1
8972,Yellow,2,1,life,1
8973,Green,4,1,travel,1
8974,Yellow,2,1,life,1
8975,Yellow,3,1,travel,1
8976,Yellow,4,0,travel,1
8977,Yellow,1,1,life,1
8978,Yellow,4,1,travel,0
8979,Yellow,3,1,travel,1
8980,Green,4,1,property,1
8981,Red,2,1,travel,1
8982,Yellow,1,1,travel,1
8983,Yellow,2,1,auto,1
8984,Green,4,1,auto,1
8985,Yellow,1,1,auto,1
8986,Yellow,0,1,travel,0
8987,Yellow,2,1,travel,1
8988,Yellow,1,0,auto,1
8989,Green,3,1,auto,1
8990,Yellow,0,1,travel,1
8991,Yellow,3,1,auto,1
8992,Green,4,1,auto,1
8993,Green,3,1,property,1
8994,Yellow,2,1,life,1
8995,Green,1,1,life,1
8996,Yellow,3,1,auto,1
8997,Red,3,1,property,1
8998,Green,2,1,auto,1
8999,Yellow,3,1,auto,1
9000,Yellow,2,1,property,0
9001,Yellow,2,1,auto,1
9002,Red,4,1,travel,1
9003,Yellow,2,1,auto,1
9004,Green,0,1,auto,1
9005,Green,2,1,property,1
9006,Yellow,0,1,travel,0
9007,Green,4,1,auto,1
9008,Yellow,1,1,auto,1
9009,Yellow,3,1,travel,1
9010,Yellow,1,1,life,1
9011,Yellow,4,1,travel,0
9012,Yellow,4,1,life,1
9013,Green,3,1,auto,1
9014,Yellow,1,1,travel,1
9015,Green,1,1,property,0
9016,Yellow,4,1,property,0
9017,Green,3,1,auto,1
9018,Yellow,2,1,auto,1
9019,Green,2,1,auto,1
9020,Yellow,0,1,auto,1
9021,Green,1,0,property,1
9022,Yellow,3,1,auto,1
9023,Yellow,4,1,property,1
9024,Yellow,1,1,auto,1
9025,Yellow,1,1,travel,0
9026,Green,2,1,auto,1
9027,Green,0,1,life,1
9028,Yellow,4,0,auto,1
9029,Yellow,1,0,property,1
9030,Red,0,1,travel,1
9031,Red,4,0,travel,1
9032,Yellow,2,1,life,1
9033,Yellow,2,1,auto,1
9034,Green,2,1,life,1
9035,Yellow,0,0,property,0
9036,Yellow,0,0,property,0
9037,Yellow,4,1,life,1
9038,Green,0,1,travel,1
9039,Green,4,1,auto,1
9040,Green,2,1,auto,0
9041,Yellow,0,1,auto,1
9042,Yellow,2,1,life,1
9043,Red,2,1,travel,1
9044,Yellow,4,1,travel,1
9045,Green,0,1,auto,1
9046,Green,1,1,property,1
9047,Yellow,3,1,life,1
9048,Green,2,1,auto,1
9049,Red,4,1,travel,1
9050,Yellow,0,1,auto,1
9051,Yellow,2,1,travel,1
9052,Yellow,2,1,life,1
9053,Yellow,2,1,life,1
9054,Yellow,2,1,life,1
9055,Yellow,0,1,property,1
9056,Yellow,3,0,property,1
9057,Green,4,1,auto,1
9058,Yellow,3,1,auto,1
9059,Yellow,4,1,travel,1
9060,Yellow,4,1,property,1
9061,Green,4,1,life,1
9062,Yellow,4,0,auto,1
9063,Red,2,1,travel,1
9064,Yellow,3,0,auto,1
9065,Yellow,3,1,auto,1
9066,Green,4,1,property,1
9067,Green,3,1,auto,1
9068,Yellow,4,1,life,1
9069,Yellow,3,1,travel,1
9070,Red,3,1,property,1
9071,Yellow,1,1,auto,1
9072,Yellow,1,1,life,1
9073,Green,4,1,property,0
9074,Yellow,2,0,property,1
9075,Green,2,1,property,0
9076,Yellow,3,1,property,0
9077,Yellow,1,0,property,1
9078,Yellow,3,1,auto,1
9079,Yellow,0,1,property,1
9080,Yellow,1,0,auto,1
9081,Yellow,3,1,travel,0
9082,Yellow,4,1,auto,1
9083,Yellow,3,1,auto,1
9084,Yellow,3,1,travel,1
9085,Yellow,0,1,travel,1
9086,Red,0,0,travel,1
9087,Yellow,4,1,property,1
9088,Green,1,1,auto,1
9089,Yellow,0,0,travel,0
9090,Yellow,3,0,auto,1
9091,Green,1,1,auto,1
9092,Yellow,3,1,property,1
9093,Yellow,4,1,auto,1
9094,Yellow,3,1,property,1
9095,Green,1,1,property,0
9096,Green,1,1,auto,1
9097,Yellow,4,1,travel,1
9098,Green,1,1,auto,1
9099,Green,1,1,auto,1
9100,Green,1,1,auto,1
9101,Yellow,3,1,property,0
9102,Yellow,1,0,auto,1
9103,Yellow,0,1,auto,1
9104,Yellow,0,1,travel,1
9105,Yellow,3,1,property,1
9106,Green,1,1,auto,1
9107,Yellow,3,1,travel,1
9108,Green,0,1,auto,1
9109,Yellow,1,1,travel,1
9110,Yellow,4,1,auto,1
9111,Green,2,1,auto,1
9112,Yellow,2,1,travel,0
9113,Green,2,0,property,1
9114,Yellow,3,1,auto,1
9115,Yellow,1,1,travel,0
9116,Yellow,3,1,auto,1
9117,Green,2,1,property,0
9118,Green,2,1,life,1
9119,Yellow,4,1,travel,0
9120,Yellow,3,1,travel,0
9121,Yellow,4,1,travel,0
9122,Yellow,3,1,travel,0
9123,Yellow,1,1,life,1
9124,Yellow,0,1,property,1
9125,Green,2,1,auto,1
9126,Green,1,1,auto,1
9127,Yellow,2,0,auto,1
9128,Yellow,3,1,auto,1
9129,Yellow,0,1,property,1
9130,Yellow,0,1,auto,1
9131,Green,2,1,auto,1
9132,Yellow,4,1,auto,0
9133,Red,2,1,property,1
9134,Yellow,1,1,auto,1
9135,Green,0,0,auto,1
9136,Red,1,0,travel,1
9137,Yellow,0,1,auto,1
9138,Yellow,1,1,life,1
9139,Green,4,1,auto,1
9140,Yellow,4,1,property,1
9141,Red,3,1,property,1
9142,Yellow,1,1,travel,0
9143,Yellow,2,1,property,0
9144,Green,4,1,auto,1
9145,Green,3,1,property,1
9146,Yellow,2,1,travel,1
9147,Green,4,1,property,0
9148,Yellow,0,1,travel,1
9149,Yellow,3,1,auto,1
9150,Yellow,3,1,auto,1
9151,Yellow,0,1,travel,1
9152,Green,4,1,property,1
9153,Yellow,4,1,property,1
9154,Yellow,3,1,property,1
9155,Green,4,0,auto,1
9156,Yellow,0,1,property,0
9157,Green,4,1,auto,1
9158,Yellow,1,1,auto,1
9159,Green,0,1,auto,1
9160,Green,3,1,property,0
9161,Green,3,0,auto,1
9162,Yellow,3,1,auto,1
9163,Yellow,4,1,property,1
9164,Yellow,1,1,life,1
9165,Yellow,4,0,auto,1
9166,Yellow,2,1,life,1
9167,Yellow,4,1,auto,1
9168,Yellow,0,1,travel,1
9169,Yellow,4,0,property,1
9170,Yellow,0,1,auto,1
9171,Yellow,2,1,life,1
9172,Yellow,1,1,auto,1
9173,Yellow,3,1,auto,1
9174,Green,3,1,travel,1
9175,Green,4,0,auto,1
9176,Yellow,4,1,property,1
9177,Yellow,1,1,auto,1
9178,Green,0,1,property,1
9179,Yellow,1,1,auto,1
9180,Red,0,0,property,1
9181,Green,4,0,auto,1
9182,Yellow,1,1,auto,1
9183,Yellow,1,1,property,1
9184,Red,2,1,property,1
9185,Yellow,2,1,auto,1
9186,Green,1,1,property,1
9187,Green,3,1,property,1
9188,Yellow,2,1,travel,0
9189,Yellow,0,1,property,1
9190,Yellow,4,1,life,1
9191,Green,4,1,life,1
9192,Yellow,0,1,auto,1
9193,Yellow,0,1,property,0
9194,Yellow,1,1,travel,1
9195,Yellow,0,1,life,1
9196,Yellow,0,1,travel,1
9197,Green,0,1,auto,1
9198,Green,1,1,auto,1
9199,Yellow,0,1,travel,1
9200,Yellow,2,1,auto,0
9201,Yellow,1,1,auto,1
9202,Yellow,3,1,travel,0
9203,Yellow,1,1,travel,0
9204,Yellow,2,1,auto,1
9205,Yellow,2,1,auto,1
9206,Green,3,1,life,1
9207,Yellow,3,1,auto,1
9208,Yellow,0,0,auto,1
9209,Yellow,2,0,auto,1
9210,Yellow,3,1,travel,0
9211,Green,4,1,auto,1
9212,Yellow,4,1,auto,1
9213,Green,0,1,property,1
9214,Yellow,3,1,travel,0
9215,Yellow,2,1,travel,0
9216,Green,2,0,auto,1
9217,Green,3,1,auto,1
9218,Green,1,1,life,1
9219,Yellow,3,1,auto,1
9220,Green,2,1,travel,1
9221,Yellow,1,1,life,1
9222,Yellow,2,1,property,1
9223,Green,1,1,life,1
9224,Yellow,2,1,auto,1
9225,Yellow,1,1,auto,1
9226,Green,2,1,auto,1
9227,Green,4,1,life,1
9228,Yellow,1,1,auto,1
9229,Yellow,1,1,auto,1
9230,Green,2,1,auto,1
9231,Green,3,1,auto,1
9232,Yellow,4,1,travel,1
9233,Yellow,1,1,property,1
9234,Red,4,1,travel,0
9235,Yellow,3,0,property,1
9236,Yellow,3,0,auto,1
9237,Yellow,4,1,auto,1
9238,Green,4,1,auto,1
9239,Yellow,3,1,auto,1
9240,Yellow,4,1,auto,1
9241,Green,0,0,property,1
9242,Yellow,1,1,property,0
9243,Green,2,1,auto,1
9244,Red,4,1,travel,0
9245,Yellow,1,1,property,1
9246,Yellow,3,1,property,1
9247,Green,4,1,life,1
9248,Yellow,1,1,auto,1
9249,Yellow,1,1,life,1
9250,Green,2,1,travel,0
9251,Yellow,0,1,property,0
9252,Green,4,1,travel,1
9253,Yellow,0,1,auto,1
9254,Yellow,0,1,auto,1
9255,Yellow,4,1,travel,1
9256,Green,3,1,life,1
9257,Red,0,1,life,1
9258,Green,0,1,auto,1
9259,Yellow,0,0,property,1
9260,Yellow,1,1,property,0
9261,Yellow,4,0,property,1
9262,Green,0,1,auto,1
9263,Yellow,4,1,travel,0
9264,Green,3,1,auto,1
9265,Green,0,1,auto,1
9266,Green,3,1,auto,1
9267,Red,2,1,auto,1
9268,Yellow,0,1,auto,1
9269,Green,3,1,travel,1
9270,Green,0,1,auto,1
9271,Green,1,0,auto,1
9272,Yellow,3,1,travel,0
9273,Green,4,1,auto,1
9274,Yellow,0,1,travel,0
9275,Yellow,0,1,life,1
9276,Yellow,1,0,auto,1
9277,Yellow,1,1,travel,1
9278,Green,4,0,auto,1
9279,Green,1,1,auto,1
9280,Yellow,3,1,auto,1
9281,Yellow,3,1,auto,1
9282,Green,0,1,property,1
9283,Yellow,4,1,life,1
9284,Green,4,1,auto,1
9285,Green,2,1,auto,1
9286,Yellow,4,1,auto,1
9287,Yellow,2,1,auto,1
9288,Green,4,1,life,1
9289,Yellow,2,1,property,1
9290,Yellow,4,1,travel,1
9291,Yellow,4,1,auto,1
9292,Yellow,0,1,auto,1
9293,Yellow,4,1,life,1
9294,Green,2,1,auto,1
9295,Green,1,1,auto,1
9296,Yellow,4,1,property,1
9297,Yellow,4,1,life,1
9298,Yellow,0,1,auto,1
9299,Yellow,1,0,auto,1
9300,Yellow,1,1,property,1
9301,Yellow,4,1,travel,0
9302,Yellow,3,1,travel,1
9303,Yellow,4,1,auto,1
9304,Yellow,1,1,travel,0
9305,Yellow,1,1,property,1
9306,Yellow,0,0,auto,1
9307,Yellow,0,0,auto,1
9308,Red,4,1,travel,1
9309,Green,1,1,auto,1
9310,Yellow,4,1,travel,1
9311,Green,3,1,auto,1
9312,Yellow,2,1,travel,1
9313,Yellow,0,1,auto,1
9314,Yellow,0,1,travel,0
9315,Yellow,4,1,property,1
9316,Green,1,1,auto,1
9317,Green,1,1,auto,1
9318,Yellow,1,1,auto,1
9319,Green,4,0,property,1
9320,Green,0,1,travel,1
9321,Green,4,1,property,0
9322,Yellow,4,1,travel,0
9323,Green,2,0,property,1
9324,Green,3,1,travel,1
9325,Yellow,3,1,travel,0
9326,Yellow,0,1,travel,1
9327,Yellow,2,1,auto,1
9328,Yellow,1,1,life,1
9329,Yellow,3,1,property,1
9330,Yellow,2,0,auto,1
9331,Yellow,4,1,auto,1
9332,Green,1,1,auto,1
9333,Green,3,1,property,0
9334,Green,3,1,auto,1
9335,Yellow,3,1,property,1
9336,Green,3,1,life,1
9337,Green,4,1,auto,1
9338,Yellow,2,1,property,1
9339,Yellow,2,1,auto,1
9340,Green,2,1,property,1
9341,Yellow,1,1,travel,0
9342,Yellow,1,1,travel,0
9343,Green,0,0,property,0
9344,Yellow,4,1,property,1
9345,Yellow,0,1,auto,1
9346,Yellow,3,1,auto,1
9347,Yellow,4,1,auto,1
9348,Yellow,3,0,auto,1
9349,Green,3,1,auto,1
9350,Yellow,4,1,travel,1
9351,Yellow,0,1,travel,0
9352,Yellow,1,0,travel,1
9353,Green,4,1,property,1
9354,Yellow,2,1,travel,0
9355,Green,1,1,property,1
9356,Red,2,1,property,1
9357,Green,4,1,auto,1
9358,Red,0,1,travel,0
9359,Yellow,4,1,auto,1
9360,Green,1,0,property,1
9361,Yellow,4,1,auto,1
9362,Yellow,3,1,property,1
9363,Yellow,1,0,property,1
9364,Green,1,1,auto,1
9365,Yellow,2,1,travel,1
9366,Yellow,1,1,travel,1
9367,Yellow,3,0,auto,1
9368,Green,2,0,property,1
9369,Yellow,3,1,auto,1
9370,Red,3,1,auto,1
9371,Yellow,4,1,auto,1
9372,Red,0,1,travel,1
9373,Yellow,3,1,property,1
9374,Green,3,1,auto,1
9375,Yellow,4,1,auto,1
9376,Yellow,4,1,auto,1
9377,Yellow,4,1,auto,1
9378,Red,0,1,travel,1
9379,Yellow,4,1,auto,1
9380,Yellow,2,1,travel,1
9381,Yellow,3,1,auto,1
9382,Yellow,0,1,auto,1
9383,Yellow,2,1,auto,1
9384,Green,4,1,auto,1
9385,Yellow,4,1,auto,1
9386,Yellow,3,1,travel,0
9387,Green,0,0,auto,1
9388,Green,3,1,property,1
9389,Yellow,3,1,travel,1
9390,Green,3,1,auto,1
9391,Yellow,0,0,auto,1
9392,Green,4,1,auto,1
9393,Green,3,1,property,0
9394,Green,3,1,property,0
9395,Yellow,4,1,property,0
9396,Green,4,1,auto,1
9397,Yellow,3,1,travel,1
9398,Yellow,1,1,auto,1
9399,Red,1,0,life,1
9400,Red,3,1,auto,1
9401,Green,1,1,auto,1
9402,Yellow,4,1,property,1
9403,Yellow,3,1,auto,1
9404,Yellow,4,0,travel,0
9405,Green,1,1,auto,1
9406,Yellow,0,0,property,1
9407,Yellow,2,0,auto,1
9408,Green,2,1,property,0
9409,Yellow,3,1,travel,1
9410,Yellow,4,0,travel,1
9411,Yellow,0,1,travel,1
9412,Yellow,3,1,auto,1
9413,Green,1,1,property,1
9414,Yellow,4,1,auto,1
9415,Yellow,2,1,travel,0
9416,Yellow,4,1,property,0
9417,Yellow,0,1,auto,1
9418,Green,3,1,travel,0
9419,Yellow,3,0,auto,1
9420,Yellow,2,1,travel,1
9421,Yellow,1,1,property,1
9422,Yellow,3,1,travel,1
9423,Yellow,2,1,property,1
9424,Green,3,1,property,1
9425,Yellow,2,1,travel,0
9426,Green,3,1,auto,1
9427,Yellow,3,1,auto,1
9428,Yellow,4,1,auto,1
9429,Yellow,0,1,auto,0
9430,Yellow,2,1,auto,1
9431,Yellow,2,1,life,1
9432,Yellow,1,1,auto,1
9433,Green,1,1,property,0
9434,Green,1,1,travel,1
9435,Yellow,1,1,travel,1
9436,Yellow,1,1,auto,1
9437,Yellow,0,1,auto,1
9438,Yellow,3,1,travel,0
9439,Yellow,0,1,auto,1
9440,Yellow,2,1,auto,1
9441,Yellow,2,1,auto,1
9442,Yellow,1,1,property,0
9443,Green,1,1,travel,1
9444,Yellow,3,1,life,1
9445,Yellow,3,1,life,1
9446,Yellow,1,1,auto,1
9447,Yellow,0,1,auto,1
9448,Yellow,1,1,life,1
9449,Yellow,4,1,property,1
9450,Yellow,1,1,auto,1
9451,Red,1,1,travel,1
9452,Yellow,1,1,property,0
9453,Yellow,1,1,auto,1
9454,Yellow,1,1,travel,0
9455,Yellow,3,1,life,1
9456,Yellow,4,1,property,1
9457,Yellow,4,1,travel,0
9458,Green,3,1,auto,1
9459,Yellow,3,1,travel,0
9460,Yellow,4,0,auto,1
9461,Yellow,1,1,property,0
9462,Yellow,0,1,auto,1
9463,Yellow,1,1,property,1
9464,Yellow,3,1,travel,1
9465,Green,4,1,auto,1
9466,Green,1,1,property,0
9467,Yellow,0,0,life,1
9468,Yellow,3,1,property,1
9469,Red,2,1,travel,0
9470,Yellow,3,1,property,1
9471,Green,2,1,travel,0
9472,Yellow,1,1,property,1
9473,Green,0,1,travel,1
9474,Green,1,1,auto,1
9475,Green,3,0,property,1
9476,Red,1,1,travel,1
9477,Yellow,1,1,property,1
9478,Yellow,3,1,property,1
9479,Green,0,1,property,0
9480,Yellow,4,1,auto,1
9481,Green,0,1,property,1
9482,Yellow,4,1,property,1
9483,Yellow,2,1,auto,1
9484,Yellow,4,1,property,1
9485,Yellow,3,1,property,1
9486,Green,1,1,property,1
9487,Yellow,3,1,travel,1
9488,Yellow,3,1,auto,1
9489,Green,0,1,auto,1
9490,Yellow,1,1,travel,0
9491,Yellow,4,1,auto,1
9492,Yellow,1,1,auto,0
9493,Red,3,1,travel,1
9494,Red,2,1,auto,1
9495,Yellow,4,0,property,1
9496,Yellow,0,1,auto,1
9497,Yellow,4,1,travel,1
9498,Yellow,2,1,property,1
9499,Green,1,1,life,1
9500,Green,2,1,auto,1
9501,Yellow,1,1,property,1
9502,Green,2,1,auto,1
9503,Green,2,1,auto,1
9504,Yellow,4,1,travel,0
9505,Green,3,1,auto,1
9506,Yellow,0,1,life,1
9507,Yellow,3,1,travel,1
9508,Yellow,2,1,property,1
9509,Green,0,1,life,1
9510,Yellow,4,1,travel,0
9511,Yellow,3,1,auto,1
9512,Yellow,2,1,travel,1
9513,Yellow,2,1,travel,0
9514,Yellow,2,1,auto,1
9515,Yellow,4,1,travel,0
9516,Yellow,4,1,travel,1
9517,Yellow,2,1,travel,0
9518,Yellow,2,1,travel,1
9519,Green,1,1,travel,1
9520,Yellow,0,0,property,0
9521,Red,3,1,property,1
9522,Yellow,2,1,travel,0
9523,Green,1,1,travel,1
9524,Green,1,1,life,1
9525,Green,3,1,auto,1
9526,Yellow,0,1,property,1
9527,Red,4,1,property,0
9528,Yellow,4,1,travel,1
9529,Yellow,2,1,auto,1
9530,Yellow,1,1,property,1
9531,Yellow,4,1,auto,1
9532,Red,3,1,travel,0
9533,Green,4,0,property,1
9534,Yellow,0,1,property,1
9535,Yellow,0,1,travel,1
9536,Yellow,1,1,property,0
9537,Green,0,1,auto,1
9538,Green,3,1,property,1
9539,Green,0,1,auto,1
9540,Green,1,1,auto,1
9541,Yellow,2,1,auto,1
9542,Yellow,1,1,life,1
9543,Red,1,1,travel,1
9544,Yellow,0,1,travel,0
9545,Yellow,1,1,property,1
9546,Yellow,3,1,auto,1
9547,Green,1,1,life,1
9548,Yellow,4,1,travel,1
9549,Red,2,1,travel,0
9550,Yellow,0,1,travel,1
9551,Red,3,1,travel,1
9552,Green,2,1,auto,1
9553,Green,0,1,auto,1
9554,Yellow,3,1,auto,1
9555,Green,0,1,travel,1
9556,Yellow,4,1,travel,1
9557,Yellow,1,1,auto,0
9558,Yellow,1,1,life,1
9559,Yellow,0,1,property,1
9560,Yellow,1,1,life,1
9561,Yellow,3,1,auto,0
9562,Yellow,0,1,auto,1
9563,Green,2,1,property,0
9564,Yellow,4,1,auto,1
9565,Green,2,1,life,1
9566,Green,0,1,auto,1
9567,Yellow,0,1,property,1
9568,Yellow,3,1,travel,1
9569,Yellow,4,0,travel,0
9570,Green,4,1,travel,0
9571,Yellow,2,0,travel,1
9572,Yellow,2,1,travel,0
9573,Yellow,2,1,travel,0
9574,Yellow,4,1,auto,1
9575,Red,1,0,property,1
9576,Yellow,2,1,auto,1
9577,Green,3,1,life,1
9578,Yellow,0,1,life,1
9579,Green,4,1,property,0
9580,Yellow,1,1,auto,1
9581,Yellow,2,0,travel,1
9582,Yellow,3,1,property,1
9583,Green,0,1,travel,1
9584,Green,3,1,auto,1
9585,Yellow,0,1,travel,1
9586,Yellow,2,1,auto,1
9587,Yellow,4,1,auto,1
9588,Yellow,4,0,travel,0
9589,Green,4,1,property,1
9590,Yellow,0,1,life,1
9591,Green,1,1,property,0
9592,Yellow,4,0,travel,0
9593,Yellow,3,0,property,1
9594,Yellow,4,1,travel,1
9595,Yellow,1,1,travel,0
9596,Yellow,1,0,property,1
9597,Yellow,4,1,life,1
9598,Yellow,4,1,life,1
9599,Yellow,0,1,property,0
9600,Yellow,1,1,life,1
9601,Yellow,0,1,travel,0
9602,Yellow,3,1,travel,0
9603,Green,0,1,property,1
9604,Green,1,1,life,1
9605,Yellow,2,1,auto,1
9606,Yellow,1,1,auto,1
9607,Yellow,1,1,travel,0
9608,Red,3,1,travel,1
9609,Yellow,0,0,travel,1
9610,Yellow,0,1,auto,1
9611,Yellow,1,1,auto,1
9612,Yellow,2,1,property,1
9613,Green,1,1,property,0
9614,Green,3,1,auto,1
9615,Yellow,2,1,travel,1
9616,Yellow,2,1,auto,1
9617,Yellow,4,1,travel,0
9618,Red,4,1,travel,1
9619,Yellow,1,1,life,1
9620,Yellow,3,1,auto,0
9621,Yellow,3,1,property,1
9622,Yellow,1,1,travel,1
9623,Yellow,2,0,auto,1
9624,Yellow,2,1,auto,1
9625,Yellow,3,1,travel,1
9626,Yellow,3,0,auto,1
9627,Yellow,2,1,auto,1
9628,Green,0,1,property,0
9629,Green,3,1,auto,1
9630,Yellow,1,1,travel,1
9631,Yellow,1,1,auto,1
9632,Green,3,1,auto,1
